epoch,train_loss,test_loss
0,0.4207567462185298,0.26925141231459415
1,0.07294514803076858,0.36805330496874583
2,0.04582012099410489,0.170620208558668
3,0.029923230020412757,0.18358900269884973
4,0.025211548939077205,0.14622288088130345
5,0.018580809539394467,0.15081526727006314
6,0.015044593285999573,0.1481249374545114
7,0.011063619163324203,0.11343995729686727
8,0.008483189313031082,0.10974630289918678
9,0.008256195260009277,0.11380512115492183
