epoch,train_loss,test_loss
0,0.9517797225319755,1.333232105917232
1,0.7642646150421232,1.1754515171051025
2,0.7358854187449921,0.8982134510757057
3,0.7204415373710681,0.7991884458976187
4,0.7137830384504567,0.8729846105454074
5,0.7086501703905398,0.7778390051832624
6,0.7031397699737854,0.7825447248805101
7,0.7009107468606058,0.7825305737127923
8,0.6993397043457926,0.7968815863132477
9,0.697835241744259,0.7752442194777689
